"","player_api_id","player_name","noOfTeams","totalMatchPlayed","noOfLeagues","rating","sum_gk"
"526",166577,"Aliou Dia",1,18,1,63,63
"527",610533,"Alioun Fall",1,3,1,65,58
"528",167285,"Alireza Haghighi",2,25,1,68,325
"529",466890,"Alireza Jahanbakhsh",2,32,1,71,47
"530",190493,"Alistair Crawford",1,78,1,65,63
"531",169752,"Aljaz Struna",1,22,1,67,41
"532",26503,"Alje Schut",1,61,1,70,114
"533",32496,"Allan McGregor",2,187,2,,
"534",213809,"Allan Nyom",2,163,2,77,52
"535",24364,"Allan Russell",1,14,1,63,135
"536",466482,"Allan Saint-Maximin",2,4,2,66,45
"537",188652,"Allan",2,128,1,81,44
"538",676625,"Allan",1,3,1,63,44
"539",563216,"Almamy Toure",1,13,1,69,52
"540",95681,"Almeida Anderson do Oliveira",1,40,1,68,50
"541",128851,"Almeida Borges Leandro",1,1,1,59,36
"542",25816,"Almen Abdi",4,68,4,,
"543",174093,"Almog Cohen",2,42,1,70,45
"544",634113,"Alois Confais",1,13,1,56,53
"545",39978,"Alou Diarra",4,135,2,81,145
"546",17276,"Aloys Nong",3,69,1,70,111
"547",254455,"Alpaslan Ozturk",1,35,1,72,49
"548",210164,"Alphonse Areola",3,68,2,80,394
"549",94021,"Alphousseyni Keita",4,38,2,66,124
"550",27351,"Altin Lala",1,11,1,75,152
"551",264743,"Alvarinho",2,21,1,66,51
"552",299653,"Alvaro Ampuero",1,4,1,66,47
"553",46211,"Alvaro Anton",1,4,1,,
"554",37442,"Alvaro Arbeloa",2,158,2,,
"555",201916,"Alvaro Arroyo",1,29,1,68,50
"556",183350,"Alvaro Cejudo",2,114,1,74,143
"557",114044,"Alvaro Dominguez",2,146,2,78,132
"558",50104,"Alvaro Dominguez",1,49,1,71,137
"559",141662,"Alvaro Fernandez",1,6,1,71,136
"560",474658,"Alvaro Garcia",1,1,1,64,48
"561",183327,"Alvaro Gimenez",2,12,1,68,100
"562",257855,"Alvaro Gonzalez Soberon",3,140,1,76,53
"563",57067,"Alvaro Gonzalez",2,77,1,78,146
"564",523390,"Alvaro Medran",1,16,1,72,62
"565",41465,"Alvaro Mejia",1,12,1,76,145
"566",213501,"Alvaro Morata",2,35,2,81,48
"567",75310,"Alvaro Negredo",4,197,2,,
"568",100033,"Alvaro Pereira",3,102,3,80,143
"569",33586,"Alvaro Rubio",1,112,1,76,169
"570",41564,"Alvaro Saborio",1,2,1,,
"571",34983,"Alvaro Santos",1,6,1,66,63
"572",282467,"Alvaro Vadillo",1,19,1,71,43
"573",213489,"Alvaro Vazquez",3,91,2,75,53
"574",38162,"Alves Justino Jorge Luiz,28",1,28,1,70,54
"575",93484,"Aly Cissokho",6,182,4,79,130
"576",681965,"Aly Ndom",1,4,1,63,42
"577",185388,"Amad Al Hosni",1,3,1,73,52
"578",46660,"Amadou Alassane",1,28,1,66,117
"579",668307,"Amadou Diawara",1,31,1,72,52
"580",111917,"Amadou Sidibe",1,17,1,63,140
"581",318656,"Amadou Soukouna",1,3,1,61,37
"582",170316,"Amara Baby",1,14,1,67,116
"583",38827,"Amauri",4,127,1,,
"584",27226,"Amaury Bischoff",1,6,1,66,134
"585",35636,"Amdy Faye",1,18,1,77,144
"586",277767,"Amidio Balde",4,43,3,69,58
"587",244840,"Amidu Salifu",2,9,1,72,44
"588",668820,"Amilton",1,30,1,72,51
"589",384142,"Amin Affane",1,8,1,65,58
"590",309505,"Amin Younes",2,31,2,76,65
"591",156105,"Amine Linganzi",1,1,1,70,117
"592",108525,"Amine Mohamed Chermiti",2,81,2,70,47
"593",127224,"Amir Abrashi",1,112,1,71,70
"594",15608,"Amir Spahic",1,62,1,60,115
"595",108524,"Ammar Jemal",2,35,2,75,63
"596",21161,"Amoreirinha",2,32,1,69,138
"597",303359,"Amos Youga",1,14,1,69,43
"598",127857,"Amr Zaki",2,24,1,71,52
"599",213814,"Anaitz Arbilla",2,66,1,73,59
"600",521272,"Anas Tahiri",1,4,1,57,56
"601",287333,"Anass Achahbar",1,7,1,70,57
"602",614454,"Anastasios Donis",1,15,1,63,60
"603",118359,"Anatole Ngamukol",2,58,1,68,50
"604",30868,"Anatoli Tymoschuk",1,56,1,84,154
"605",267915,"Ancelmo Junior",1,1,1,66,53
"606",46085,"Anco Jansen",2,6,1,65,53
"607",449492,"Ander Capa",1,61,1,73,54
"608",164676,"Ander Herrera",3,174,2,81,149
"609",150323,"Ander Iturraspe",1,133,1,81,119
"610",33021,"Ander Murillo",1,1,1,75,126
"611",127209,"Anders Christiansen",1,2,1,72,45
"612",70074,"Anders Konradsen",1,32,1,74,82
"613",26818,"Anders Lindegaard",1,19,1,78,386
"614",265799,"Anderson Carvalho",1,33,1,66,40
"615",268039,"Anderson Conceicao",1,14,1,72,58
"616",570360,"Anderson Correia",1,18,1,71,65
"617",470305,"Anderson Esiti",1,27,1,72,56
"618",127888,"Anderson Luis",1,81,1,71,50
"619",268586,"Anderson Melo",1,1,1,58,50
"620",450011,"Anderson Talisca",1,26,1,77,59
"621",145561,"Anderson",2,73,1,76,120
"622",40961,"Anderson",2,58,2,82,159
"623",71055,"Andi Lila",1,9,1,62,62
"624",201811,"Andile Jali",1,49,1,74,131
"625",131391,"Andis Shala",1,6,1,59,117
"626",16362,"Andjelko Djuricic",1,27,1,68,344
"627",33025,"Andoni Iraola",1,217,1,80,146
"628",167491,"Andras Gosztonyi",1,3,1,64,51
"629",72633,"Andraz Kirm",2,109,2,72,133
"630",164130,"Andre Albino Carvalho da Cunha",1,50,1,69,57
"631",150268,"Andre Almeida",3,73,1,76,99
"632",164333,"Andre Andre",2,94,1,80,51
"633",612863,"Andre Anguissa",1,2,1,57,50
"634",421785,"Andre Auras",1,4,1,58,46
"635",95955,"Andre Ayew",3,182,2,81,121
"636",41462,"Andre Bahia",1,63,1,74,145
"637",38504,"Andre Bikey",1,26,1,,
"638",292772,"Andre Biyogo Poko",1,48,1,72,67
"639",181254,"Andre Blackman",2,3,1,59,40
"640",687288,"Andre Bukia",1,3,1,65,42
"641",246414,"Andre Carrillo",1,73,1,80,57
"642",40956,"Andre Castro",2,65,2,73,135
"643",163839,"Andre Claro",2,66,1,71,60
"644",363365,"Andre Costa",1,2,1,59,51
"645",264739,"Andre Dias",1,4,1,61,48
"646",35244,"Andre Dias",1,104,1,81,140
"647",150267,"Andre Fontes",4,31,1,70,97
"648",209503,"Andre Geraldes",1,39,1,75,47
"649",361770,"Andre Gomes",2,65,2,80,49
"650",243829,"Andre Hahn",2,64,1,77,67
"651",69911,"Andre Hainault",1,5,1,67,119
"652",212915,"Andre Hoffmann",1,37,1,75,46
"653",605507,"Andre Horta",1,25,1,70,54
"654",42352,"Andre Leao",1,101,1,74,122
"655",27504,"Andre Lenz",1,11,1,73,351
"656",21458,"Andre Leone",1,22,1,73,113
"657",26245,"Andre Luiz",1,154,1,74,132
"658",98382,"Andre Marques",5,59,2,71,150
"659",154265,"Andre Martins",1,46,1,76,58
"660",245423,"Andre Micael",3,97,2,67,51
"661",38170,"Andre Mijatovic",2,35,1,73,118
"662",570468,"Andre Moreira",1,19,1,71,357
"663",37764,"Andre Ooijer",3,62,2,80,126
"664",96968,"Andre Pinto",4,123,1,77,118
"665",251244,"Andre Ramalho Silva",1,11,1,71,61
"666",164238,"Andre Santos",4,83,2,77,137
"667",78541,"Andre Santos",1,13,1,,
"668",178812,"Andre Schuerrle",4,163,2,81,139
"669",388523,"Andre Silva",1,4,1,70,53
"670",97509,"Andre Simoes",1,32,1,70,53
"671",281205,"Andre Sousa",1,24,1,71,45
"672",150082,"Andre Vilas Boas",2,87,1,69,137
"673",265918,"Andre Wisdom",3,44,1,71,53
"674",38098,"Andre-Pierre Gignac",2,188,1,82,155
"675",172187,"Andre",1,1,1,76,118
"676",39744,"Andrea Ardito",1,7,1,71,141
"677",30902,"Andrea Barzagli",2,222,2,85,150
"678",309726,"Andrea Belotti",2,40,1,75,53
"679",154239,"Andrea Bertolacci",3,119,1,77,129
"680",39510,"Andrea Campagnolo",2,31,1,73,366
"681",27664,"Andrea Caracciolo",3,54,1,75,127
"682",150393,"Andrea Catellani",1,4,1,72,138
"683",39643,"Andrea Coda",4,109,1,77,139
"684",39170,"Andrea Consigli",2,222,1,80,398
"685",506364,"Andrea Conti",1,10,1,67,54
"686",74468,"Andrea Conti",1,33,1,61,127
"687",41326,"Andrea Cossu",1,177,1,,
"688",41865,"Andrea Costa",4,123,1,74,128
"689",414792,"Andrea Dossena",4,89,2,78,143
"690",41942,"Andrea Esposito",4,63,1,73,143
"691",209389,"Andrea Fileccia",1,2,1,62,45
"692",39495,"Andrea Gasbarroni",2,8,1,78,157
"693",31470,"Andrea Guatelli",1,31,1,66,336
"694",41404,"Andrea Lazzari",4,124,1,76,145
"695",74542,"Andrea Lisuzzo",1,19,1,69,51
"696",41369,"Andrea Luci",1,22,1,,
"697",24443,"Andrea Mantovani",3,137,1,75,129
"698",41879,"Andrea Masiello",2,129,1,,
"699",159606,"Andrea Mazzarani",1,10,1,68,136
"700",150435,"Andrea Mei",1,9,1,64,118
"701",150746,"Andrea Mutombo",1,12,1,60,49
"702",37645,"Andrea Orlandi",1,2,1,71,131
"703",39538,"Andrea Parola",1,21,1,74,114
"704",30731,"Andrea Pirlo",2,185,1,,
"705",27676,"Andrea Pisanu",1,1,1,71,138
"706",57124,"Andrea Poli",3,124,1,78,149
"707",24493,"Andrea Raggi",5,164,2,79,138
"708",25526,"Andrea Ranocchia",4,162,1,82,134
"709",130113,"Andrea Rispoli",3,41,1,69,147
"710",41878,"Andrea Rossi",1,20,1,71,151
"711",42466,"Andrea Russotto",1,6,1,68,130
"712",150464,"Andrea Seculin",1,3,1,69,339
"713",364164,"Andrea Tabanelli",2,5,1,67,55
"714",24457,"Andrea Zanchetta",1,20,1,,
"715",39841,"Andreas Beck",1,215,1,,
"716",70789,"Andreas Bjelland",1,63,1,76,129
"717",449232,"Andreas Christensen",1,31,1,72,44
"718",25364,"Andreas Goerlitz",1,14,1,75,135
"719",30424,"Andreas Granqvist",2,132,2,,
"720",33792,"Andreas Hinkel",2,68,2,77,159
"721",237645,"Andreas Hirzel",1,1,1,58,285
"722",38213,"Andreas Ibertsberger",1,65,1,72,128
"723",36617,"Andreas Isaksson",1,101,1,83,413
"724",42873,"Andreas Ivanschitz",2,118,2,77,168
"725",40495,"Andreas Johansson",1,7,1,,
"726",27022,"Andreas Lambertz",1,26,1,70,136
"727",45435,"Andreas Landgren",1,12,1,66,131
"728",42824,"Andreas Lasnik",2,34,1,72,158
"729",192712,"Andreas Ludwig",1,14,1,67,138
"730",178771,"Andreas Luthe",1,3,1,72,357
"731",25365,"Andreas Ottl",4,72,1,73,133
"732",195724,"Andreas Samaris",1,46,1,80,49
"733",184360,"Andreas Weimann",1,82,1,74,119
"734",158253,"Andreas Wittwer",1,115,1,65,58
"735",27438,"Andreas Wolf",2,73,1,79,134
"736",173461,"Andrej Kramaric",2,18,2,74,58
"737",72401,"Andrej Rendla",1,3,1,63,103
"738",104986,"Andres Fernandez",3,149,2,79,384
"739",31045,"Andres Guardado",4,163,3,82,155
"740",30955,"Andres Iniesta",1,190,1,91,161
"741",57057,"Andres Lamas",2,15,2,71,116
"742",43291,"Andres Madrid",3,24,1,75,153
"743",320187,"Andres Malloth",1,1,1,52,257
"744",33986,"Andres Palop",1,115,1,85,421
"745",192065,"Andres Tunez",1,30,1,73,115
"746",172948,"Andreu Fontas",3,85,1,77,138
"747",74744,"Andreu Mayoral",3,38,2,69,144
"748",41592,"Andrew Barrowman",2,27,1,66,51
"749",32419,"Andrew Considine",1,194,1,69,141
"750",23528,"Andrew Crofts",1,13,1,,
"751",23007,"Andrew Davies",1,31,1,69,120
"752",23022,"Andrew Dawson",1,60,1,,
"753",32593,"Andrew Driver",3,100,2,,
"754",31907,"Andrew Johnson",2,67,1,85,112
"755",23866,"Andrew Keogh",1,8,1,72,141
"756",160936,"Andrew Little",1,8,1,61,117
"757",43243,"Andrew McNeil",1,5,1,64,325
"758",308277,"Andrew Mitchell",1,1,1,57,49
"759",24336,"Andrew O'Brien",1,37,1,76,124
"760",17866,"Andrew Reid",2,40,1,78,153
"761",357880,"Andrew Robertson",2,53,2,73,50
"762",68400,"Andrew Shinnie",1,52,1,70,104
"763",37369,"Andrew Sinkala",1,5,1,66,136
"764",23629,"Andrew Surman",3,66,1,73,151
"765",24161,"Andrew Taylor",2,38,1,70,133
"766",308236,"Andrew Wooten",1,2,1,69,58
"767",3520,"Andrey Arshavin",1,70,1,86,159
"768",30886,"Andrey Voronin",3,30,2,81,137
"769",570463,"Andrezinho",1,29,1,70,56
"770",97493,"Andrezinho",2,46,2,68,122
"771",38367,"Andrija Delibasic",1,16,1,,
"772",95545,"Andrija Kaludjerovic",1,2,1,67,44
"773",10637,"Andris Vanins",1,223,1,72,361
"774",38495,"Andrius Velicka",2,7,1,74,121
"775",31996,"Andriy Shevchenko",1,2,1,88,130
"776",166422,"Andros Townsend",3,46,1,76,123
"777",275760,"Andrzej Witan",2,15,1,59,293
"778",37185,"Andwele Slory",2,15,1,70,56
"779",47382,"Andy Carroll",3,108,1,81,118
"780",183530,"Andy Delort",2,37,1,75,106
"781",70273,"Andy Dorman",1,61,1,70,131
"782",35574,"Andy Dowie",1,30,1,61,39
"783",40574,"Andy Griffin",1,17,1,,
"784",17391,"Andy Jackson",1,10,1,63,125
"785",504613,"Andy Kawaya",1,1,1,65,70
"786",103419,"Andy King",1,25,1,70,135
"787",24575,"Andy Kirk",1,23,1,66,46
"788",198453,"Andy Najar",1,46,1,74,57
"789",39223,"Andy Webster",3,100,1,,
"790",23369,"Andy Wilkinson",1,103,1,,
"791",148314,"Anele Ngcongca",2,153,2,74,131
"792",154941,"Anestis Argyriou",1,8,1,62,35
"793",47193,"Angel Cervara",1,8,1,68,137
"794",432950,"Angel Correa",1,8,1,77,56
"795",46509,"Angel Di Maria",4,173,4,86,150
"796",33762,"Angel Javier Arizmendi",4,50,2,75,126
"797",38573,"Angel Lafita",3,156,1,78,149
"798",33733,"Angel Lopez",2,82,1,76,144
"799",33820,"Angel Manuel Vivar Dorado",1,17,1,79,146
"800",105925,"Angel Montoro",1,5,1,70,140
"801",89185,"Angel Rangel",1,133,1,76,159
"802",41292,"Angel Rodriguez",2,9,1,,
"803",280485,"Angel Trujillo",2,79,1,74,113
"804",155246,"Angelo da Costa",2,45,1,71,350
"805",26678,"Angelo Martha",1,1,1,62,125
"806",49543,"Angelo Obinze Ogbonna",3,92,2,80,122
"807",27702,"Angelo Palombo",2,177,1,82,152
"808",8837,"Angelo Raso",1,43,1,57,148
"809",17836,"Angelo",3,50,1,72,90
"810",33850,"Angelos Basinas",2,13,2,78,161
"811",38810,"Angelos Charisteas",3,12,2,,
"812",163901,"Anibal Capela",4,54,1,71,44
"813",442735,"Anice Badri",1,36,1,68,48
"814",38100,"Anilton",1,33,1,66,37
"815",27155,"Anis Ben-Hatira",3,59,1,74,130
"816",243509,"Anouar Kali",3,83,1,71,48
"817",26692,"Anour Hadouir",2,90,1,72,146
"818",163989,"Anselmo",1,19,1,65,127
"819",202343,"Anselmo",2,3,1,69,141
"820",22139,"Anselmo",2,17,1,69,134
"821",7334,"Anssi Jaakkola",1,12,1,63,310
"822",97359,"Ante Puljic",1,8,1,68,49
"823",265725,"Ante Rebic",2,9,1,69,67
"824",170660,"Ante Vukusic",3,34,3,73,48
"825",17312,"Anther Yahia",2,49,1,,
"826",177683,"Anthony Andreu",1,21,1,67,43
"827",71619,"Anthony Annan",3,32,3,,
"828",165597,"Anthony Bentem",1,1,1,59,122
"829",425457,"Anthony Biekman",1,6,1,60,66
"830",11327,"Anthony Deroin",1,26,1,71,139
"831",7621,"Anthony Favre",2,51,1,,
"832",280862,"Anthony Forde",1,3,1,66,65
"833",24509,"Anthony Gardner",1,30,1,78,119
"834",202562,"Anthony Knockaert",2,22,2,73,55
"835",37466,"Anthony Le Tallec",3,101,1,75,130
"836",215419,"Anthony Limbombe",2,40,2,70,52
"837",118850,"Anthony Lippini",1,26,1,67,48
"838",167035,"Anthony Lopes",1,112,1,82,405
"839",188565,"Anthony Loustallot",1,1,1,59,294
"840",25640,"Anthony Lurling",2,136,1,71,128
"841",413557,"Anthony Martial",2,58,2,80,51
"842",24162,"Anthony McMahon",1,13,1,71,122
"843",187563,"Anthony Mfa Meuzi",1,16,1,66,331
"844",71605,"Anthony Modeste",6,144,3,78,113
"845",148331,"Anthony Moris",1,3,1,65,326
"846",40659,"Anthony Mounier",4,191,2,79,132
"847",30295,"Anthony Obodai",1,13,1,66,135
"848",47194,"Anthony Pilkington",1,58,1,73,114
"849",37021,"Anthony Portier",1,48,1,65,136
"850",32579,"Anthony Reveillere",3,171,3,81,143
"851",564859,"Anthony Ribelin",1,1,1,67,55
"852",114742,"Anthony Sauthier",1,39,1,63,119
"853",30710,"Anthony Seric",1,4,1,,
"854",38614,"Anthony Stokes",2,146,1,,
"855",95176,"Anthony Straker",1,11,1,64,122
"856",196366,"Anthony Ujah",3,58,1,76,58
"857",94284,"Anthony van Loo",3,73,1,66,135
"858",38368,"Anthony Vanden Borre",4,59,3,73,143
"859",562698,"Anthony Walongwa",1,1,1,62,67
"860",188506,"Anthony Watt",2,13,2,69,59
"861",46892,"Anthony Weber",1,94,1,74,58
"862",42582,"Antimo Iunco",1,2,1,71,126
"863",656668,"Anto Grgic",1,20,1,54,52
"864",424918,"Antoine Conte",1,48,1,72,61
"865",46653,"Antoine Devaux",2,164,1,74,145
"866",184138,"Antoine Griezmann",2,190,1,84,142
"867",717270,"Antoine Rabillard",1,1,1,61,56
"868",8893,"Antoine Rey",1,31,1,,
"869",26470,"Antoine van der Linden",2,106,2,70,130
"870",11736,"Antolin Alcaraz",4,116,3,74,140
"871",24740,"Anton Ferdinand",2,117,1,81,134
"872",441302,"Anton Mitryushkin",1,7,1,64,320
"873",16678,"Anton Putsila",1,37,1,73,160
"874",115253,"Anton Sloboda",1,52,1,63,44
"875",13349,"Antoni Lukasiewicz",3,77,1,,
"876",186948,"Antonini Culina",1,22,1,64,47
"877",40648,"Antonio Adan",3,61,2,,
"878",150731,"Antonio Amaya",2,86,1,77,131
"879",102612,"Antonio Apono",2,120,1,76,145
"880",41769,"Antonio Balzano",2,44,1,71,57
"881",39738,"Antonio Barilla",2,26,1,69,138
"882",35324,"Antonio Barragan",2,106,1,76,144
"883",39485,"Antonio Bocchetti",1,23,1,68,149
"884",24464,"Antonio Busce",1,26,1,70,157
"885",11685,"Antonio Candreva",5,197,1,83,156
"886",25837,"Antonio Carlos Dos Santos",2,18,1,73,139
"887",32748,"Antonio Cassano",4,179,1,86,163
"888",41881,"Antonio Chimenti",1,2,1,73,379
"889",358142,"Antonio Cotan",1,3,1,67,53
"890",34413,"Antonio da Silva",3,55,2,73,138
"891",66982,"Antonio de Azevedo",1,45,1,66,52
"892",299374,"Antonio Di Gaudio",1,16,1,73,33
"893",27734,"Antonio Di Natale",1,215,1,86,159
"894",33644,"Antonio Doblas",2,18,2,74,361
"895",212772,"Antonio Donnarumma",1,1,1,65,318
"896",164430,"Antonio Filipe",1,24,1,63,319
"897",37499,"Antonio Filippini",2,31,1,73,114
"898",41542,"Antonio Floro Flores",5,143,2,,
"899",40680,"Antonio Geder",1,42,1,74,134
"900",39389,"Antonio Ghomsi",1,91,1,66,118
"901",37433,"Antonio Guayre",1,2,1,78,136
"902",33832,"Antonio Hidalgo",1,4,1,,
"903",24409,"Antonio Langella",2,11,1,79,155
"904",32656,"Antonio Lopez",2,70,1,76,142
"905",202553,"Antonio Luna",5,67,2,73,46
"906",517294,"Antonio Marin Molina",1,1,1,63,59
"907",182839,"Antonio Mazzotta",1,7,1,68,143
"908",298941,"Antonio Milic",1,28,1,68,48
"909",35644,"Antonio Mirante",3,244,1,79,386
"910",39367,"Antonio Nocerino",5,182,2,82,144
"911",354519,"Antonio Reguero Chapinal",2,39,1,63,313
"912",27560,"Antonio Rosati",4,51,1,70,336
"913",276738,"Antonio Ruediger",2,89,2,76,59
"914",79737,"Antonio Rukavina",3,105,2,77,123
"915",474448,"Antonio Sanabria",1,27,1,75,58
"916",255251,"Antonio Signori Dominique",1,11,1,54,261
"917",37793,"Antonio Tomas",2,61,1,74,141
"918",35327,"Antonio Valencia",2,171,1,84,142
"919",361760,"Antonio Xavier",1,21,1,69,63
"920",74291,"Antonio Zito",1,1,1,69,47
"921",496045,"Antonio-Mirko Colak",1,20,1,69,52
"922",132111,"Antons Kurakins",1,35,1,58,46
"923",93346,"Antony Lecointe,19",1,19,1,66,125
"924",31810,"Antti Okkonen",1,4,1,60,143
"925",45244,"Antunes",4,93,3,76,130
"926",562267,"Anwar El-Ghazi",1,43,1,77,54
"927",186975,"Apostolos Vellios",2,4,2,70,46
"928",38230,"Apoula Edima Edel",1,45,1,76,375
"929",70255,"Aquivaldo Mosquera",1,16,1,77,131
"930",209362,"Aras Oezbiliz",2,14,2,77,54
"931",520659,"Arber Zeneli",1,17,1,69,49
"932",182776,"Archimede Morleo",1,93,1,72,126
"933",37188,"Ard van Peppen",2,122,1,67,38
"934",39792,"Arda Turan",2,109,1,86,155
"935",30880,"Arek Radomski",2,77,2,67,144
"936",40451,"Ari",1,3,1,78,387
"937",112656,"Ariel Borysiuk",3,123,2,70,130
"938",38362,"Ariel Ibagaza",1,33,1,,
"939",149584,"Ariel Nahuelpan",1,20,1,74,111
"940",38263,"Aristide Bance",2,32,1,75,40
"941",604374,"Aristote Madiani",1,1,1,59,49
"942",421441,"Aristote N'Dongala",1,1,1,60,55
"943",33028,"Aritz Aduriz",3,216,1,82,133
"944",607148,"Aritz Elustondo",1,34,1,72,52
"945",75331,"Aritz Lopez Garai",1,5,1,,
"946",37496,"Ariza Makukula",2,6,2,75,115
"947",45485,"Arjan Swinkels",3,120,2,67,116
"948",110112,"Arjan van Dijk",1,12,1,63,314
"949",30834,"Arjen Robben",2,139,2,90,151
"950",39070,"Arkadiusz Glowacki",1,133,1,72,136
"951",13472,"Arkadiusz Malarz",2,36,1,65,325
"952",277460,"Arkadiusz Milik",3,74,3,77,62
"953",196185,"Arkadiusz Piech",4,88,1,70,54
"954",197560,"Arkadiusz Wozniak",1,52,1,63,62
"955",263796,"Arlind Ajeti",2,34,2,68,52
"956",63520,"Armand Traore",4,80,2,75,129
"957",301023,"Armando Izzo",1,41,1,74,51
"958",254704,"Armando Sadiku",2,28,1,64,51
"959",174855,"Armiche Ortega",1,2,1,63,123
"960",448851,"Armin Alesevic",1,2,1,52,53
"961",107502,"Armin Bacinovic",1,36,1,77,128
"962",314966,"Armin Cerimagic",1,3,1,64,45
"963",27110,"Arnar Vidarsson",1,109,1,69,127
"964",38625,"Arnaud Buhler",1,130,1,65,133
"965",239351,"Arnaud De Greef",1,21,1,63,42
"966",46540,"Arnaud Le Lan",1,71,1,71,143
"967",46246,"Arnaud Maire",1,10,1,65,128
"968",179411,"Arnaud Souquet",1,1,1,65,136
"969",37104,"Arnaud Sutchuin Djoum",3,94,3,,
"970",30819,"Arne Friedrich",2,70,1,84,147
"971",256197,"Arne Naudts",1,1,1,61,64
"972",26630,"Arne Slot",2,11,1,68,104
"973",40281,"Arni Gautur Arason",1,1,1,73,351
"974",560413,"Arno Verschueren",1,1,1,58,56
"975",103964,"Arnold Bouka Moutou",1,12,1,70,60
"976",34400,"Arnold Bruggink",1,44,1,76,119
"977",26458,"Arnold Kruiswijk",4,126,2,72,137
"978",26324,"Arnold Mvuemba",3,138,2,,
"979",522765,"Arnold",1,21,1,70,40
"980",178481,"Arnor Angeli",3,22,1,65,43
"981",110137,"Arnor Smarason",1,3,1,67,121
"982",110169,"Aron Gunnarsson",1,17,1,70,137
"983",172388,"Aron Johannsson",2,52,2,74,60
"984",112979,"Aron Liechti",1,2,1,56,119
"985",30922,"Arouna Kone",5,102,3,80,116
"986",287334,"Arsenio Valpoort",2,6,1,65,45
"987",242904,"Arsenio",1,29,1,69,43
"988",107717,"Artem Kravets",1,5,1,73,52
"989",206669,"Artem Putivtsev",1,9,1,58,48
"990",540230,"Artem Simonyan",1,4,1,57,47
"991",38842,"Arthur Boka",2,129,2,,
"992",418137,"Arthur Masuaku",1,27,1,75,39
"993",173983,"Arthur",1,2,1,65,48
"994",33000,"Arthuro",1,2,1,73,96
"995",74989,"Artiles Oliva Aythami",3,100,1,,
"996",107792,"Artis Lazdins",1,18,1,60,60
"997",79982,"Artjoms Rudnevs",3,98,2,77,61
"998",30974,"Artur Boruc",4,201,3,84,418
"999",178702,"Artur Gieraga",2,17,1,60,49
"1000",168727,"Artur Ionita",2,75,2,74,94
"1001",69611,"Artur Jedrzejczyk",2,82,1,,
"1002",46365,"Artur Krysiak",1,1,1,61,299
"1003",178424,"Artur Lenartowski",2,49,1,62,50
"1004",69008,"Artur Sobiech",3,94,2,73,108
"1005",30266,"Artur Wichniarek",3,40,2,78,121
"1006",11743,"Artur",3,128,1,74,58
"1007",19344,"Artur",3,112,2,82,408
"1008",69686,"Arturo Alvarez",1,4,1,69,129
"1009",33655,"Arturo Arzu",1,34,1,71,145
"1010",45832,"Arturo ten Heuvel",1,9,1,60,147
"1011",49939,"Arturo Vidal",3,220,2,86,147
"1012",30901,"Aruna Dindane",1,18,1,83,63
"1013",212970,"Arvid Schenk",1,1,1,62,309
"1014",80262,"Arvydas Novikovas",2,27,1,69,98
"1015",41980,"Asamoah Gyan",2,58,2,81,157
"1016",37846,"Asanda Sishuba",1,6,1,64,126
"1017",27339,"Ashkan Dejagah",2,78,2,78,135
"1018",107280,"Ashley Barnes",1,28,1,71,112
"1019",38834,"Ashley Cole",2,184,2,,
"1020",182223,"Ashley R. Westwood",1,119,1,75,134
"1021",24948,"Ashley Williams",1,181,1,81,135
"1022",23354,"Ashley Young",2,190,1,,
"1023",423207,"Ashour El Takky",1,4,1,62,53
"1024",171094,"Ashton Taylor",1,67,1,67,124
"1025",571709,"Ashton-Phillip Goetz",1,5,1,65,65
"1026",34575,"Asier del Horno",3,52,1,80,153
"1027",102002,"Asier Goiria",1,27,1,71,132
"1028",205278,"Asier Illarramendi",2,107,1,80,135
"1029",33958,"Asier Riesgo",3,75,1,74,367
